Date,TRDPRC_1
2017-11-23,8132.63
2017-11-24,8249.14
2017-11-25,8690.2
2017-11-26,9325.33
2017-11-27,9654.27
2017-11-28,9930.79
2017-11-29,9998.52
2017-11-30,9809.63
2017-12-01,10829.67
2017-12-02,10967.36
2017-12-03,11126.68
2017-12-04,11483.02
2017-12-05,11728.87
2017-12-06,13840.52
2017-12-07,16617.96
2017-12-08,15919.88
2017-12-09,14853.2
2017-12-10,14577.5
2017-12-11,16951.57
2017-12-12,17260.83
2017-12-13,16408.81
2017-12-14,16432.14
2017-12-15,17581.07
2017-12-16,19423.8
2017-12-17,19418.22
2017-12-18,18789.79
2017-12-19,17142.81
2017-12-20,16292.85
2017-12-21,15535.57
2017-12-22,14832.74
2017-12-23,14832.18
2017-12-24,13454.46
2017-12-25,13719.42
2017-12-26,15745.58
2017-12-27,15317.2
2017-12-28,14037.38
2017-12-29,14469.95
2017-12-30,12848.48
2017-12-31,13919.69
2018-01-01,13532.98
2018-01-02,14845.68
2018-01-03,14872.05
2018-01-04,15059.3
2018-01-05,16989.88
2018-01-06,17105.36
2018-01-07,16461.75
2018-01-08,14681.48
2018-01-09,14453.24
2018-01-10,14521.51
2018-01-11,13132.47
2018-01-12,13673.07
2018-01-13,14372.27
2018-01-14,13602.29
2018-01-15,13833.98
2018-01-16,11155.74
2018-01-17,11074.59
2018-01-18,11234.35
2018-01-19,11263.68
2018-01-20,12870.86
2018-01-21,11224.72
2018-01-22,10691.19
2018-01-23,11059.74
2018-01-24,11144.35
2018-01-25,11203.09
2018-01-26,10814.36
2018-01-27,11505.09
2018-01-28,11800.0
2018-01-29,11131.89
2018-01-30,10240.16
2018-01-31,10139.25
2018-02-01,9045.87
2018-02-02,8799.76
2018-02-03,9127.35
2018-02-04,8440.18
2018-02-05,6838.67
2018-02-06,7644.43
2018-02-07,7859.24
2018-02-08,8255.72
2018-02-09,8597.1
2018-02-10,8575.7
2018-02-11,8315.02
2018-02-12,8906.07
2018-02-13,8580.25
2018-02-14,9456.98
2018-02-15,10093.41
2018-02-16,10216.91
2018-02-17,10961.95
2018-02-18,10600.53
2018-02-19,11095.72
2018-02-20,11412.46
2018-02-21,10486.27
2018-02-22,9972.77
2018-02-23,10166.85
2018-02-24,9634.21
2018-02-25,9691.52
2018-02-26,10370.71
2018-02-27,10751.7
2018-02-28,10436.34
2018-03-01,10984.32
2018-03-02,11128.51
2018-03-03,11408.76
2018-03-04,11417.54
2018-03-05,11582.86
2018-03-06,10784.11
2018-03-07,9954.54
2018-03-08,9289.18
2018-03-09,9243.63
2018-03-10,8856.11
2018-03-11,9523.52
2018-03-12,9073.48
2018-03-13,9172.65
2018-03-14,8196.88
2018-03-15,8337.57
2018-03-16,8502.76
2018-03-17,8025.39
2018-03-18,8166.29
2018-03-19,8526.81
2018-03-20,8965.4
2018-03-21,8847.86
2018-03-22,8709.07
2018-03-23,8671.68
2018-03-24,8646.75
2018-03-25,8641.88
2018-03-26,7895.33
2018-03-27,8014.36
2018-03-28,7896.6
2018-03-29,7093.26
2018-03-30,6927.48
2018-03-31,6945.4
2018-04-01,6845.83
2018-04-02,7001.44
2018-04-03,7452.16
2018-04-04,6844.45
2018-04-05,6742.99
2018-04-06,6626.52
2018-04-07,6994.36
2018-04-08,7026.76
2018-04-09,6733.32
2018-04-10,6891.54
2018-04-11,6938.9
2018-04-12,7842.67
2018-04-13,7894.49
2018-04-14,8062.8
2018-04-15,8327.72
2018-04-16,8044.67
2018-04-17,7941.49
2018-04-18,8216.61
2018-04-19,8299.56
2018-04-20,8532.11
2018-04-21,8802.88
2018-04-22,8943.08
2018-04-23,8963.14
2018-04-24,9479.37
2018-04-25,9172.66
2018-04-26,9106.88
2018-04-27,8993.22
2018-04-28,9298.34
2018-04-29,9331.93
2018-04-30,9234.61
2018-05-01,9086.83
2018-05-02,9240.29
2018-05-03,9665.86
2018-05-04,9731.63
2018-05-05,9788.91
2018-05-06,9551.9
2018-05-07,9404.66
2018-05-08,9199.26
2018-05-09,9260.23
2018-05-10,9119.25
2018-05-11,8403.71
2018-05-12,8424.59
2018-05-13,8673.51
2018-05-14,8736.47
2018-05-15,8498.08
2018-05-16,8283.43
2018-05-17,8164.39
2018-05-18,8237.54
2018-05-19,8216.32
2018-05-20,8538.73
2018-05-21,8408.15
2018-05-22,8077.31
2018-05-23,7641.25
2018-05-24,7532.77
2018-05-25,7452.34
2018-05-26,7482.45
2018-05-27,7343.25
